mission_identifier,startDate,endDate,institution,role,firstName,lastName
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Co-Investigator,Henry,Leon
STS-40,06/05/1991,06/14/1991,Institute for Brain Research,Principal Investigator,T.,Leontovich
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,Andrei,Lesnyak
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,V.,Loginov
STS-40,06/05/1991,06/14/1991,Washington University,Co-Investigator,Oliver,Lowry
STS-40,06/05/1991,06/14/1991,Institute for Brain Research,Co-Investigator,M.,Makhanov
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,A.,Markin
STS-40,06/05/1991,06/14/1991,"University of California, San Diego",Co-Investigator,O.,Mathieu- Costello
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Co-Investigator,William,Mehler
STS-40,06/05/1991,06/14/1991,Emory University,Co-Investigator,Alfred,Merrill
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,D.,Meshkov
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC Deputy Payload Scientist,John,Meylor
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Principal Investigator,Emily,Morey- Holton
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,L.,Murasko
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC Experiment Support Scientist,Nina,Mushell
STS-40,06/05/1991,06/14/1991,Baylor College of Medicine,Co-Investigator,Ronald,Nachtman
STS-40,06/05/1991,06/14/1991,Sechenov Institute of Evolutionary Physiology and Biochemistry,Principal Investigator,Yuri,Natochin
STS-40,06/05/1991,06/14/1991,Joint Institute for Nuclear Research,Co-Investigator,V.,Nazarov
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Principal Investigator,Victor,Oganov
STS-40,06/05/1991,06/14/1991,Gamaleya Institute of Epidemiology and Microbiology,Co-Investigator,T.,Orlova
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,R.,Pechyonkina
STS-40,06/05/1991,06/14/1991,Centre National Recherche Scientifique,Co-Investigator,Jean-Marc,Pequignot
STS-40,06/05/1991,06/14/1991,Colorado State University,Co-Investigator,Robert,Phillips
STS-40,06/05/1991,06/14/1991,Voronezh Medical Institute,Co-Investigator,I.,Polyakov
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,Irena,Popova
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Principal Investigator,Irena,Popova
STS-40,06/05/1991,06/14/1991,Indiana University,Co-Investigator,W.,Roberts
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Principal Investigator,Muriel,Ross
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,M.,Rykova
STS-40,06/05/1991,06/14/1991,Salk Institute,Co-Investigator,Paul,Sawchenko
STS-40,06/05/1991,06/14/1991,Institute for Brain Research,Co-Investigator,A.,Sergutina
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,Luba,Serova
STS-40,06/05/1991,06/14/1991,Sechenov Institute of Evolutionary Physiology and Biochemistry,Co-Investigator,E.,Shakhmatova
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Principal Investigator,K.,Smirnov
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,E.,Snetkova
STS-40,06/05/1991,06/14/1991,Eastern Virginia Medical School,Principal Investigator,Dorothy,Spangenberg
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,D.,Sumarokov
STS-40,06/05/1991,06/14/1991,Baylor College of Medicine,Co-Investigator,Mark,Udden
STS-40,06/05/1991,06/14/1991,"University of Wisconsin, Madison",Co-Investigator,Arthur,Vailas
STS-40,06/05/1991,06/14/1991,Salk Institute,Co-Investigator,Wylie,Vale
STS-40,06/05/1991,06/14/1991,"University of California, San Diego",Principal Investigator,John,West
STS-40,06/05/1991,06/14/1991,Institute of Biomedical Problems (IBMP),Co-Investigator,O.,Zhuravleva
STS-40,06/05/1991,06/14/1991,Laboratorie Ecologie et Physiologie du Systeme Digestif,Principal Investigator,Odette,Szylit
STS-40,06/05/1991,06/14/1991,Laboratorie Ecologie et Physiologie du Systeme Digestif,Co-Investigator,L.,Nugon- Baudon
STS-40,06/05/1991,06/14/1991,"Institut National de la Recherche Agronomique
Laboratorie Ecologie et Physiologie du Systeme Digestif",Co-Investigator,C.,Andrieux
STS-40,06/05/1991,06/14/1991,Unite d'Histopathologie Institut Pasteur,Co-Investigator,R.,Ravisse
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC Assistant Payload Scientist,William,Hinds
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC BSP Project Scientist,Rodney,Ballard
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC BSP Project Manager,James,Connolly
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC GPWS Project Manager,Gregory,Schmidt
STS-40,06/05/1991,06/14/1991,Medical College of Wisconsin,Principal Investigator,Danny,Riley
STS-40,06/05/1991,06/14/1991,University of Louisville,Co-Investigator,Gerald,Sonnenfeld
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC RAHF Project Manager,Robert,Hogan
STS-40,06/05/1991,06/14/1991,Hospital for Special Surgery,Co-Investigator,Stephen,Doty
STS-40,06/05/1991,06/14/1991,University of Tennessee Medical Center,Co-Investigator,Robert,Lange
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Co-Investigator,Emily,Morey- Holton
STS-40,06/05/1991,06/14/1991,Medical College of Wisconsin,Co-Investigator,Danny,Riley
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Principal Investigator,Bonnie,Dalton
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Co-Investigator,Richard,Grindeland
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC Deputy Payload Manager,Roy,Creager
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),ARC Payload Manager,Bonnie,Dalton
STS-40,06/05/1991,06/14/1991,NASA Ames Research Center (ARC),Principal Investigator,Gary,Jahns
