mission_identifier,startDate,endDate,institution,role,firstName,lastName
Cosmos 2044,09/15/1989,09/29/1989,Pennsylvania State University,Co-Investigator,J.,Clemens
Cosmos 2044,09/15/1989,09/29/1989,Mount Sinai School of Medicine,Principal Investigator,Bernard,Cohen
Cosmos 2044,09/15/1989,09/29/1989,Mount Sinai School of Medicine,Co-Investigator,N.,Cohen
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),ARC Project Manager,James,Connolly
Cosmos 2044,09/15/1989,09/29/1989,University of Louisville,Principal Investigator,S.,Cormier
Cosmos 2044,09/15/1989,09/29/1989,"University of Texas, Galveston",Principal Investigator,Manning,Correia
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Fernando,D'Amelio
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Principal Investigator,Nancy,Daunton
Cosmos 2044,09/15/1989,09/29/1989,Pennsylvania State University,Co-Investigator,D.,Deaver
Cosmos 2044,09/15/1989,09/29/1989,University of Mississippi,Co-Investigator,D. J.,Dickman
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Margarita,Dotsenko
Cosmos 2044,09/15/1989,09/29/1989,Hospital for Special Surgery,Principal Investigator,Stephen,Doty
Cosmos 2044,09/15/1989,09/29/1989,Baylor College of Medicine,Co-Investigator,Theda,Driscoll
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,V.,Dudkin
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,G.,Durnova
Cosmos 2044,09/15/1989,09/29/1989,"University of California, Los Angeles",Principal Investigator,V.,Edgerton
Cosmos 2044,09/15/1989,09/29/1989,Baylor College of Medicine,Co-Investigator,R.,Edwards
Cosmos 2044,09/15/1989,09/29/1989,"University of California, San Diego",Principal Investigator,Ann,Elliott
Cosmos 2044,09/15/1989,09/29/1989,San Jose State University,Co-Investigator,Stanley,Ellis
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Juli,Evans
Cosmos 2044,09/15/1989,09/29/1989,University of Iowa,Co-Investigator,J.,Fedler-Troester
Cosmos 2044,09/15/1989,09/29/1989,University of Louisville,Co-Investigator,R.,Fell
Cosmos 2044,09/15/1989,09/29/1989,University of Kansas Medical Center,Principal Investigator,Berry,Festoff
Cosmos 2044,09/15/1989,09/29/1989,"University of California, San Francisco",Co-Investigator,A.,Frank
Cosmos 2044,09/15/1989,09/29/1989,West Virginia University,Co-Investigator,V.,Fritz
Cosmos 2044,09/15/1989,09/29/1989,Institute of Human Morphology,Co-Investigator,Boris,Fuchs
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Paul,Fung
Cosmos 2044,09/15/1989,09/29/1989,Indiana University,Principal Investigator,Lawrence,Garetto
Cosmos 2044,09/15/1989,09/29/1989,Medical College of Wisconsin,Co-Investigator,L.,Gershan
Cosmos 2044,09/15/1989,09/29/1989,Argonne National Laboratory,Co-Investigator,C.,Giometti
Cosmos 2044,09/15/1989,09/29/1989,Baylor College of Medicine,Principal Investigator,M.,Goldstein
Cosmos 2044,09/15/1989,09/29/1989,"University of Wisconsin, Madison",Co-Investigator,B.,Graf
Cosmos 2044,09/15/1989,09/29/1989,University of Wisconsin,Co-Investigator,P.,Griffith
Cosmos 2044,09/15/1989,09/29/1989,Columbia University,Co-Investigator,G.,Grills
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Principal Investigator,Richard,Grindeland
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,E.,Grossman
Cosmos 2044,09/15/1989,09/29/1989,Columbia University,Co-Investigator,C.,Gruppi
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Alan,Hargens
Cosmos 2044,09/15/1989,09/29/1989,San Jose State University,Co-Investigator,E.,Harris
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Denice,Helwig
Cosmos 2044,09/15/1989,09/29/1989,"University of California, Irvine",Co-Investigator,R.,Herrick
Cosmos 2044,09/15/1989,09/29/1989,San Jose State University,Principal Investigator,Dan,Holley
Cosmos 2044,09/15/1989,09/29/1989,National Institutes of Mental Health,Co-Investigator,T.,Hyde
Cosmos 2044,09/15/1989,09/29/1989,Pennsylvania  State University,Co-Investigator,Wesley,Hymer
Cosmos 2044,09/15/1989,09/29/1989,University of Tennessee Medical Center,Co-Investigator,Albert,Ichiki
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,E.,Ilyina- Kakueva
Cosmos 2044,09/15/1989,09/29/1989,Albany Medical College,Co-Investigator,J.,Jeffrey
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Alexander,Kaplansky
Cosmos 2044,09/15/1989,09/29/1989,"Institute of Biophysics, Czechoslovakia",Co-Investigator,N.,Khrushchev
Cosmos 2044,09/15/1989,09/29/1989,First Moscow Medical Institute,Co-Investigator,S.,Kiezuetzov
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Vladimir,Klimovitsky
Cosmos 2044,09/15/1989,09/29/1989,University of Wisconsin,Co-Investigator,S.,Kolis
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Irina,Konstantinova
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,V.,Korolkov
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Inessa,Kozlovskaya
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Igor,Krasnov
Cosmos 2044,09/15/1989,09/29/1989,University of Texas Medical Center,Co-Investigator,M.,Lai
Cosmos 2044,09/15/1989,09/29/1989,University of Tennessee Medical Center,Principal Investigator,Robert,Lange
Cosmos 2044,09/15/1989,09/29/1989,Emory University,Co-Investigator,R.,LaRoque
Cosmos 2044,09/15/1989,09/29/1989,Unite' de Recherches Neurobiologique,Co-Investigator,Jean,Leger
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Andrei,Lesnyak
Cosmos 2044,09/15/1989,09/29/1989,St. Louis University,Co-Investigator,T.,Lorenz
Cosmos 2044,09/15/1989,09/29/1989,"Washington University, St. Louis",Co-Investigator,J.,Manchester
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,A.,Marennyi
Cosmos 2044,09/15/1989,09/29/1989,Unite' de Recherches Neurobiologique,Co-Investigator,Jean- Francois,Marini
Cosmos 2044,09/15/1989,09/29/1989,University of Wisconsin,Co-Investigator,D.,Martinez
Cosmos 2044,09/15/1989,09/29/1989,Pennsylvania State University,Co-Investigator,A.,Mastro
Cosmos 2044,09/15/1989,09/29/1989,"University of California, San Diego",Co-Investigator,O.,Mathieu- Costello
Cosmos 2044,09/15/1989,09/29/1989,University of Iowa,Co-Investigator,J.,Maynard
Cosmos 2044,09/15/1989,09/29/1989,"Washington University, St. Louis",Co-Investigator,D.,McDougal
Cosmos 2044,09/15/1989,09/29/1989,Institute of Human Morphology,Co-Investigator,A.,Medvedev
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,D.,Meshkov
Cosmos 2044,09/15/1989,09/29/1989,Institute of Developmental Biology,Co-Investigator,T.,Michurina
Cosmos 2044,09/15/1989,09/29/1989,Linus Pauling Institute of Science and Medicine,Co-Investigator,Jamie,Miquel
Cosmos 2044,09/15/1989,09/29/1989,Colorado State University,Co-Investigator,C.,Moeller
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Principal Investigator,Emily,Morey- Holton
Cosmos 2044,09/15/1989,09/29/1989,Emory University,Co-Investigator,E.,Morgan
Cosmos 2044,09/15/1989,09/29/1989,"University of Texas, Houston",Co-Investigator,P.,Morrison
Cosmos 2044,09/15/1989,09/29/1989,Emory University,Co-Investigator,R.,Mullins
Cosmos 2044,09/15/1989,09/29/1989,University of Louisville,Principal Investigator,X.,Musacchia
Cosmos 2044,09/15/1989,09/29/1989,Pennsylvania State University,Principal Investigator,P.,Nash
Cosmos 2044,09/15/1989,09/29/1989,"Washington University, St. Louis",Co-Investigator,P.,Nemeth
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Victor,Oganov
Cosmos 2044,09/15/1989,09/29/1989,"University of California, Los Angeles",Co-Investigator,Yoshi,Ohira
Cosmos 2044,09/15/1989,09/29/1989,St. Louis University,Co-Investigator,Nicola,Partridge
Cosmos 2044,09/15/1989,09/29/1989,"University of California, San Francisco",Co-Investigator,Patricia,Patterson- Allen
Cosmos 2044,09/15/1989,09/29/1989,University of Iowa,Principal Investigator,A.,Pedrini-Mille
Cosmos 2044,09/15/1989,09/29/1989,University of Texas,Co-Investigator,Adrian,Perachio
Cosmos 2044,09/15/1989,09/29/1989,Colorado State University,Principal Investigator,Robert,Phillips
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Principal Investigator,Delbert,Philpott
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Irena,Popova
Cosmos 2044,09/15/1989,09/29/1989,"Washington University, St. Louis",Co-Investigator,M.,Pusateri
Cosmos 2044,09/15/1989,09/29/1989,St. Louis University,Co-Investigator,C.,Quinn
Cosmos 2044,09/15/1989,09/29/1989,University of Louisville,Co-Investigator,R.,Racine
Cosmos 2044,09/15/1989,09/29/1989,Institute of Human Morphology,Co-Investigator,A.,Rakhmilevich
Cosmos 2044,09/15/1989,09/29/1989,Veteran's Affairs Medical Center,Co-Investigator,J.,Rao
Cosmos 2044,09/15/1989,09/29/1989,Brooklyn College,Co-Investigator,Theodore,Raphan
Cosmos 2044,09/15/1989,09/29/1989,Veteran's Affairs Medical Center,Co-Investigator,R.,Rayford
Cosmos 2044,09/15/1989,09/29/1989,Veteran's Affairs Medical Center,Co-Investigator,B.,Reddy
Cosmos 2044,09/15/1989,09/29/1989,Indiana University,Co-Investigator,W.,Roberts
Cosmos 2044,09/15/1989,09/29/1989,"University of California, Los Angeles",Co-Investigator,Roland,Roy
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Ingrid,Rudolph
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,A.,Russell
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,M.,Rykova
Cosmos 2044,09/15/1989,09/29/1989,Tuskegee University,Co-Investigator,Walter,Sapp
Cosmos 2044,09/15/1989,09/29/1989,Salk Institute,Co-Investigator,Paul,Sawchenko
Cosmos 2044,09/15/1989,09/29/1989,Colorado State University,Co-Investigator,H.,Sawyer
Cosmos 2044,09/15/1989,09/29/1989,Baylor College of Medicine,Co-Investigator,J.,Schroeder
Cosmos 2044,09/15/1989,09/29/1989,University of Iowa,Co-Investigator,J.,Sears
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Luba,Serova
Cosmos 2044,09/15/1989,09/29/1989,National Institutes of Mental Health,Co-Investigator,S.,Sigworth
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,Michoil,Sirota
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,T.,Smirnova
Cosmos 2044,09/15/1989,09/29/1989,Florida A & M University,Co-Investigator,M.,Soliman
Cosmos 2044,09/15/1989,09/29/1989,Mount Sinai School of Medicine,Co-Investigator,D.,Solomon
Cosmos 2044,09/15/1989,09/29/1989,University of Louisville,Principal Investigator,Gerald,Sonnenfeld
Cosmos 2044,09/15/1989,09/29/1989,West Virginia University,Principal Investigator,W.,Stauber
Cosmos 2044,09/15/1989,09/29/1989,University of Louisville,Co-Investigator,Joseph,Steffen
Cosmos 2044,09/15/1989,09/29/1989,University of Medicine & Dentistry of NJ-SOM,Co-Investigator,T.,Stein
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,V.,Stepantsov
Cosmos 2044,09/15/1989,09/29/1989,NASA Headquarters (HQ),Program Scientist,Frank,Sulzman
Cosmos 2044,09/15/1989,09/29/1989,NASA Johnson Space Center (JSC),Co-Investigator,Gerald,Taylor
Cosmos 2044,09/15/1989,09/29/1989,University of Wisconsin,Co-Investigator,R.,Thielke
Cosmos 2044,09/15/1989,09/29/1989,"University of Texas, Houston",Co-Investigator,D.,Thomason
Cosmos 2044,09/15/1989,09/29/1989,University of Wisconsin,Co-Investigator,M.,Ulm
Cosmos 2044,09/15/1989,09/29/1989,Institute of Developmental Biology,Co-Investigator,A.,Vacek
Cosmos 2044,09/15/1989,09/29/1989,"University of Wisconsin, Madison",Principal Investigator,Arthur,Vailas
Cosmos 2044,09/15/1989,09/29/1989,Salk Institute,Co-Investigator,Wylie,Vale
Cosmos 2044,09/15/1989,09/29/1989,"University of Wisconsin, Madison",Co-Investigator,R.,Vanderby
Cosmos 2044,09/15/1989,09/29/1989,Colorado State University,Co-Investigator,D.,Veeramachaneni
Cosmos 2044,09/15/1989,09/29/1989,University of Texas Medical Center,Principal Investigator,N.,Weisbrodt
Cosmos 2044,09/15/1989,09/29/1989,Columbia University,Co-Investigator,Debra,Wolgemuth
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Li-Chun,Wu
Cosmos 2044,09/15/1989,09/29/1989,Institute of Biomedical Problems (IBMP),Co-Investigator,S.,Yakushin
Cosmos 2044,09/15/1989,09/29/1989,University of North Carolina,Co-Investigator,M.,Yamauchi
Cosmos 2044,09/15/1989,09/29/1989,Johns Hopkins University,Co-Investigator,B.,Zirkin
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),ARC Project Engineer,Michael,Skidmore
Cosmos 2044,09/15/1989,09/29/1989,University of San Francisco,Co-Investigator,E.,Benton
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,William,Berry
Cosmos 2044,09/15/1989,09/29/1989,University of Texas,Principal Investigator,Pauline,Duke
Cosmos 2044,09/15/1989,09/29/1989,University of Tennessee Medical Center,Co-Investigator,Linda,Gibson
Cosmos 2044,09/15/1989,09/29/1989,Emory University,Co-Investigator,James,Hargrove
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Katharine,Kato
Cosmos 2044,09/15/1989,09/29/1989,Emory University,Principal Investigator,Alfred,Merrill
Cosmos 2044,09/15/1989,09/29/1989,University of Texas,Co-Investigator,D.,Montufar- Solis
Cosmos 2044,09/15/1989,09/29/1989,Medical College of Wisconsin,Principal Investigator,Danny,Riley
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,James,Stevenson
Cosmos 2044,09/15/1989,09/29/1989,Emory University,Co-Investigator,Elaine,Wang
Cosmos 2044,09/15/1989,09/29/1989,Tuskegee University,Co-Investigator,C.,Williams
Cosmos 2044,09/15/1989,09/29/1989,University of Pittsburgh,Co-Investigator,Adrian,Mandel
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),ARC Payload Scientist,William,Hinds
Cosmos 2044,09/15/1989,09/29/1989,"University of California, Los Angeles",Co-Investigator,John,Hodgson
Cosmos 2044,09/15/1989,09/29/1989,"University of Texas, Houston",Co-Investigator,Frank,Booth
Cosmos 2044,09/15/1989,09/29/1989,Hospital for Special Surgery,Co-Investigator,Stephen,Doty
Cosmos 2044,09/15/1989,09/29/1989,San Jose State University,Principal Investigator,Stanley,Ellis
Cosmos 2044,09/15/1989,09/29/1989,Indiana University,Co-Investigator,Lawrence,Garetto
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Principal Investigator,Lanny,Keil
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Emily,Morey- Holton
Cosmos 2044,09/15/1989,09/29/1989,Medical College of Wisconsin,Co-Investigator,Danny,Riley
Cosmos 2044,09/15/1989,09/29/1989,Salk Institute,Principal Investigator,Paul,Sawchenko
Cosmos 2044,09/15/1989,09/29/1989,"University of Texas, Houston",Principal Investigator,D.,Thomason
Cosmos 2044,09/15/1989,09/29/1989,National Institutes of Mental Health,Principal Investigator,Maija,Mednieks
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),Co-Investigator,Richard,Grindeland
Cosmos 2044,09/15/1989,09/29/1989,NASA Ames Research Center (ARC),ARC BSP Project Scientist,Richard,Grindeland
Cosmos 2044,09/15/1989,09/29/1989,Washington University,Principal Investigator,Oliver,Lowry
Cosmos 2044,09/15/1989,09/29/1989,University of California Los Angeles,Principal Investigator,B.,Jiang
Cosmos 2044,09/15/1989,09/29/1989,"University of California, Davis",Principal Investigator,Charles,Fuller
